date,CHILE,BRAZIL,COLOMBIA,MEXICO,ARGENTINA
2021-09-21,0.0037,0.0102,0.0018,0.0005,-0.0
2021-09-22,-0.002,-0.0036,0.0011,0.0022,-0.001
2021-09-23,0.0028000000000000004,-0.0027,-0.0003,0.002,0.0004
2021-09-24,-0.0095,-0.0059,-0.0001,0.0002,-0.0013
2021-09-27,-0.001,-0.010700000000000001,-0.0023,-0.0026,0.0002
2021-09-28,-0.0116,-0.006999999999999999,0.0024,-0.0111,-0.0002
2021-09-29,-0.0091,0.0026,-0.0005,-0.0083,-0.0005
2021-09-30,-0.001,-0.0051,0.0074,-0.0070999999999999995,-0.0011
2021-10-01,0.009300000000000001,0.0147,0.004699999999999999,0.0097,0.0003
2021-10-04,-0.0032,-0.0169,-0.0,-0.0024,-0.002
2021-10-05,-0.006500000000000001,-0.0039000000000000003,0.0017000000000000001,-0.0036,-0.0
2021-10-06,-0.0025,-0.003,-0.0012,0.0001,-0.0002
2021-10-07,0.0013,-0.005,0.0036,-0.0046,0.0006
2021-10-08,-0.0149,0.0019,0.0019,-0.0022,-0.0
2021-10-11,-0.0,-0.0052,0.0038,-0.008,-0.0
2021-10-12,0.0015,0.0008,0.0084,0.0038,-0.0015
2021-10-13,0.0097,0.0034999999999999996,-0.005,0.011000000000000001,-0.0003
2021-10-14,-0.0132,-0.0,-0.0079,0.0004,-0.0003
2021-10-15,0.0026,0.009399999999999999,0.0015,0.0102,-0.0008
2021-10-18,0.008100000000000001,-0.009300000000000001,-0.0014000000000000002,-0.0037,-0.0013
2021-10-19,0.0078000000000000005,-0.0132,0.0006,0.0087,-0.0003
2021-10-20,-0.004,-0.0023,-0.0003,0.0015,-0.0005
2021-10-21,-0.005,-0.0108,-0.0034000000000000002,-0.004699999999999999,0.0002
2021-10-22,0.0038,0.0018,0.0034000000000000002,0.0063,-0.0003
2021-10-25,0.0088,0.0161,0.0003,0.0006,-0.0008
2021-10-26,0.0046,-0.0019,-0.0005,-0.0023,-0.0011
2021-10-27,-0.0018,0.0051,0.0023,-0.005,-0.001
2021-10-28,-0.0007000000000000001,-0.0196,-0.0046,-0.0032,-0.0004
2021-10-29,-0.009300000000000001,0.0016,0.0046,-0.0088,-0.0
2021-11-01,0.0025,-0.0079,-0.0,-0.0139,-0.0009
2021-11-02,-0.0014000000000000002,0.0004,-0.0104,0.0026,-0.0005
2021-11-03,-0.0003,0.022400000000000003,-0.008199999999999999,0.011899999999999999,-0.0004
2021-11-04,-0.0016,-0.0089,-0.0109,-0.0004,-0.0005
2021-11-05,0.0034000000000000002,0.0106,-0.0001,0.0108,0.0001
2021-11-08,0.0108,-0.0002,-0.0012,-0.0001,-0.0012
2021-11-09,0.013600000000000001,0.0115,0.0026,0.0009,-0.0005
2021-11-10,-0.0032,-0.0019,-0.0027,-0.0158,-0.0007000000000000001
2021-11-11,0.001,0.0168,-0.0004,-0.0006,-0.0005
2021-11-12,-0.0085,-0.0111,-0.001,0.006,0.0002
2021-11-15,0.0048,0.0002,-0.0005,-0.0046,-0.001
2021-11-16,-0.0196,-0.0083,-0.0026,-0.0058,-0.0002
2021-11-17,-0.0209,-0.0048,-0.0062,0.0039000000000000003,-0.0001
2021-11-18,-0.0036,-0.0051,-0.0040999999999999995,-0.0060999999999999995,-0.0005
2021-11-19,0.0044,-0.0101,0.0053,-0.0028000000000000004,-0.0009
2021-11-22,0.020099999999999996,0.0048,-0.003,-0.0077,0.0004
2021-11-23,-0.0018,0.0027,-0.0062,-0.0091,-0.0016
2021-11-24,-0.0008,-0.0063,-0.0062,-0.011000000000000001,-0.0
2021-11-25,-0.0085,0.0070999999999999995,-0.0016,-0.0069,-0.001
2021-11-26,-0.0134,-0.0077,-0.006500000000000001,-0.016399999999999998,-0.0007000000000000001
2021-11-29,-0.0138,0.0014000000000000002,-0.006999999999999999,0.011000000000000001,-0.0013
2021-11-30,0.0192,-0.004,0.009899999999999999,0.010700000000000001,-0.0004
2021-12-01,-0.0143,-0.0127,0.0070999999999999995,-0.003,-0.0003
2021-12-02,0.003,0.0087,0.0075,0.0118,-0.0008
2021-12-03,-0.0052,-0.0012,-0.0074,-0.0008,-0.0006
2021-12-06,-0.006,-0.0064,0.0085,0.0027,-0.0013
2021-12-07,0.0073,0.0134,0.0055000000000000005,0.0087,-0.0017000000000000001
2021-12-08,0.001,0.0143,0.0043,0.0048,0.0004
2021-12-09,-0.0115,-0.0072,-0.0023,-0.0008,-0.0015
2021-12-10,0.006,-0.0072,0.0008,0.0034000000000000002,0.0003
2021-12-13,0.0023,-0.0121,0.0024,-0.0069,-0.0016
2021-12-14,-0.0019,-0.0002,-0.0296,-0.01,-0.0007000000000000001
2021-12-15,-0.0095,0.0002,0.0014000000000000002,0.01,-0.0009
2021-12-16,0.005600000000000001,-0.0014000000000000002,-0.0046,0.0096,-0.0004
2021-12-17,0.0044,-0.0013,0.0111,-0.0013,-0.0005
2021-12-20,-0.0338,-0.008100000000000001,-0.008100000000000001,0.0028000000000000004,-0.0021
2021-12-21,-0.0005,-0.0005,0.0011,-0.0013,-0.0005
2021-12-22,0.0125,0.0159,0.0005,0.0051,-0.0009
2021-12-23,0.0022,-0.0037,-0.0,0.0034000000000000002,-0.0
2021-12-24,-0.0069,-0.0,0.0023,0.0012,0.0001
2021-12-27,0.009399999999999999,0.0088,-0.0023,-0.0034999999999999996,-0.0028000000000000004
2021-12-28,0.0025,-0.0006,-0.0023,0.0015,-0.0006
2021-12-29,0.0066,-0.013300000000000001,-0.0075,0.004,-0.0003
2021-12-30,-0.0034000000000000002,0.0232,-0.0077,0.0049,-0.0005
2021-12-31,-0.0,0.0001,-0.0,-0.0014000000000000002,-0.0
2022-01-03,-0.0001,-0.02,-0.0,-0.0003,-0.0026
2022-01-04,0.0053,0.0008,-0.0025,-0.0003,-0.0014000000000000002
2022-01-05,0.0104,-0.005600000000000001,0.0134,-0.0031,-0.0
2022-01-06,0.0012,0.0044,-0.0022,0.0038,-0.0013
2022-01-07,0.011399999999999999,0.0084,-0.0040999999999999995,0.0062,-0.0005
2022-01-10,-0.009300000000000001,-0.0049,-0.0,-0.0,-0.0016
2022-01-11,0.0088,0.0167,0.0146,-0.0007000000000000001,-0.0006
2022-01-12,0.005699999999999999,0.0062,0.0044,0.002,-0.0014000000000000002
2022-01-13,0.0089,0.0009,0.0018,-0.0,-0.001
2022-01-14,-0.0039000000000000003,-0.001,-0.01,0.0021,-0.0008
2022-01-17,-0.0034000000000000002,0.0032,-0.0,0.0004,-0.002
2022-01-18,0.005600000000000001,-0.0091,-0.0075,-0.005699999999999999,-0.0007000000000000001
2022-01-19,0.0109,0.023,0.0106,-0.0052,-0.0007000000000000001
2022-01-20,0.0077,0.0034999999999999996,0.0048,-0.0013,-0.0006
2022-01-21,0.004699999999999999,-0.0072,0.004699999999999999,0.0038,-0.0007000000000000001
2022-01-24,-0.0105,-0.0054,-0.0051,-0.0054,-0.0013
2022-01-25,0.009399999999999999,0.008,0.0021,-0.0019,-0.0013
2022-01-26,-0.0043,0.0021,0.0096,-0.0064,-0.0009
2022-01-27,-0.0025,0.0048,-0.0084,-0.0009,-0.0005
2022-01-28,-0.0101,0.0072,0.0013,-0.0019,-0.0007000000000000001
2022-01-31,0.015600000000000001,0.0118,0.0026,0.0079,-0.0017000000000000001
2022-02-01,-0.0023,0.0073,0.005600000000000001,0.0046,-0.001
2022-02-02,-0.009899999999999999,0.0007000000000000001,-0.0024,-0.0016,-0.0004
2022-02-03,-0.0097,-0.0042,-0.0054,0.0016,-0.0011
2022-02-04,-0.0128,-0.0083,0.001,-0.0064,-0.0009
2022-02-07,0.0048,0.0121,-0.0033,0.0040999999999999995,-0.0025
2022-02-08,-0.0031,0.0008,0.0044,-0.001,-0.0017000000000000001
2022-02-09,0.0179,0.0045000000000000005,0.0026,0.0066,-0.0007000000000000001
2022-02-10,0.0101,-0.0027,0.0034999999999999996,-0.004,-0.0012
2022-02-11,-0.0068000000000000005,-0.0006,-0.0013,0.0008,-0.0013
2022-02-14,-0.0048,0.0072,-0.004,0.0059,-0.0015
2022-02-15,0.015700000000000002,0.010700000000000001,-0.0015,0.0008,-0.001
2022-02-16,0.0036,0.0044,-0.0034000000000000002,0.0058,-0.001
2022-02-17,0.0034999999999999996,-0.0069,0.0077,-0.0007000000000000001,-0.0015
2022-02-18,-0.0076,0.0064,0.0004,0.0002,-0.001
2022-02-21,0.0034000000000000002,0.0068000000000000005,-0.0008,-0.0007000000000000001,-0.0028000000000000004
2022-02-22,0.0074,0.0089,0.0013,0.0003,-0.0011
2022-02-23,0.0021,0.0096,0.0043,0.0031,-0.0008
2022-02-24,-0.0323,-0.0226,-0.0036,-0.015600000000000001,-0.0008
2022-02-25,0.018000000000000002,-0.0077,0.0034000000000000002,0.01,-0.0007000000000000001
2022-02-28,0.0037,0.0005,-0.006,-0.0062,0.0005
2022-03-01,-0.009399999999999999,0.0001,0.0137,-0.0085,-0.0
2022-03-02,0.0016,0.0116,0.0116,0.002,-0.0046
2022-03-03,0.011200000000000002,0.0132,0.020499999999999997,-0.002,-0.0014000000000000002
2022-03-04,-0.0138,-0.006,-0.018799999999999997,-0.0146,-0.0005
2022-03-07,-0.0068000000000000005,-0.0098,0.0044,-0.0174,-0.0033
2022-03-08,0.0027,0.0101,0.011000000000000001,-0.0032,-0.001
2022-03-09,0.0068000000000000005,0.009399999999999999,0.0074,0.0223,-0.0013
2022-03-10,0.0031,0.0003,-0.021099999999999997,-0.0016,-0.0007000000000000001
2022-03-11,-0.005,-0.0127,0.0005,0.0013,-0.0006
2022-03-14,-0.0095,-0.0088,0.0059,-0.0001,-0.0033
2022-03-15,0.0051,-0.0086,-0.0083,0.0038,-0.0007000000000000001
2022-03-16,0.0146,0.0169,-0.0016,0.009000000000000001,-0.0013
2022-03-17,-0.0018,0.0072,0.0026,0.005699999999999999,-0.0009
2022-03-18,-0.0049,0.0032,0.0016,0.0085,-0.0015
2022-03-21,0.0121,0.0175,0.0049,-0.0014000000000000002,-0.0026
2022-03-22,0.0009,0.0053,0.0104,0.0048,-0.0009
2022-03-23,0.0005,0.017,-0.0060999999999999995,0.0024,-0.001
2022-03-24,0.0040999999999999995,0.0001,-0.0009,0.0072,-0.0040999999999999995
2022-03-25,0.014199999999999999,0.0173,-0.002,0.0027,0.0022
2022-03-28,-0.0007000000000000001,-0.0054,0.0025,-0.0045000000000000005,-0.0027
2022-03-29,-0.0021,0.0024,0.0079,0.0073,-0.0011
2022-03-30,-0.011200000000000002,-0.0026,0.0004,0.0054,-0.0007000000000000001
2022-03-31,0.0028000000000000004,0.0062,-0.0051,0.0006,-0.0011
2022-04-01,0.0043,0.0172,0.0063,0.0005,-0.0011
2022-04-04,0.0051,0.0139,0.011899999999999999,0.0024,-0.0040999999999999995
2022-04-05,-0.0108,-0.0126,-0.0098,-0.0104,-0.0011
2022-04-06,-0.015600000000000001,-0.0141,-0.003,-0.0084,-0.0012
2022-04-07,-0.0076,-0.0077,-0.004699999999999999,0.0019,-0.0013
2022-04-08,-0.0108,0.011699999999999999,0.0033,0.005,-0.0016
2022-04-11,-0.0028000000000000004,0.0006,0.0048,0.0045000000000000005,-0.0034000000000000002
2022-04-12,0.011899999999999999,0.0045000000000000005,-0.0038,0.0070999999999999995,-0.0016
2022-04-13,0.0007000000000000001,-0.0034999999999999996,0.008100000000000001,0.0007000000000000001,-0.0022
2022-04-14,-0.0105,-0.0024,-0.0049,-0.0096,0.0007000000000000001
2022-04-15,0.0006,0.001,0.0049,0.0011,-0.0003
2022-04-18,-0.0031,0.009300000000000001,-0.0026,0.0063,-0.0068000000000000005
2022-04-19,-0.0036,-0.0032,-0.0046,-0.0096,-0.0009
2022-04-20,0.0068000000000000005,0.0098,-0.0026,0.0011,-0.0016
2022-04-21,-0.0124,-0.0,-0.0039000000000000003,-0.0089,-0.0011
2022-04-22,-0.0151,-0.0371,-0.0217,-0.0029,-0.0009
2022-04-25,-0.01,-0.0173,-0.0209,0.0007000000000000001,-0.0044
2022-04-26,-0.0012,-0.025099999999999997,-0.0021,-0.0108,-0.0014000000000000002
2022-04-27,-0.0,0.0068000000000000005,-0.0026,0.0023,-0.0017000000000000001
2022-04-28,-0.0134,0.0046,-0.0076,-0.0029,-0.0013
2022-04-29,0.0067,-0.006,0.0068000000000000005,0.0012,-0.0011
2022-05-02,-0.0103,-0.0227,-0.0131,-0.0025,-0.0036
2022-05-03,0.0058,0.024900000000000002,-0.005,0.009000000000000001,-0.0013
2022-05-04,0.0023,0.0078000000000000005,-0.0095,0.013000000000000001,-0.0012
2022-05-05,-0.0103,-0.022000000000000002,-0.0049,-0.0104,-0.0012
2022-05-06,0.0038,-0.0098,0.0075,0.0043,-0.0008
2022-05-09,-0.01,-0.0166,-0.008199999999999999,-0.012199999999999999,-0.0043
2022-05-10,0.0013,0.0059,0.0032,-0.0002,-0.0015
2022-05-11,0.005,-0.0012,-0.0014000000000000002,0.0039000000000000003,-0.0013
2022-05-12,-0.0040999999999999995,0.0007000000000000001,-0.0064,0.0031,-0.0014000000000000002
2022-05-13,0.0060999999999999995,0.0144,-0.0001,0.0076,-0.0014000000000000002
2022-05-16,0.0032,0.0001,0.013500000000000002,0.0034000000000000002,-0.0037
2022-05-17,0.008199999999999999,0.024,0.006,0.0045000000000000005,-0.0018
2022-05-18,-0.0046,-0.006,-0.0105,-0.005,0.0005
2022-05-19,0.02,0.0075,0.0045000000000000005,0.0053,-0.0028000000000000004
2022-05-20,0.0013,0.0106,0.0204,0.0036,-0.0012
2022-05-23,0.0072,0.013500000000000002,-0.002,-0.0001,-0.0034999999999999996
2022-05-24,-0.0,-0.0013,0.0009,0.0011,-0.0013
2022-05-25,-0.0022,-0.0017000000000000001,0.0097,0.0007000000000000001,-0.0
2022-05-26,0.009300000000000001,0.0124,0.004,0.0028000000000000004,-0.0029
2022-05-27,-0.0024,0.008,-0.0029,0.01,-0.0012
2022-05-30,-0.0048,-0.0049,0.0339,0.001,-0.0038
2022-05-31,0.0079,0.0044,0.0079,-0.0055000000000000005,-0.0016
2022-06-01,0.0006,-0.0177,-0.0085,-0.0016,-0.0011
2022-06-02,0.0126,0.0039000000000000003,0.0074,0.0083,-0.0012
2022-06-03,0.0017000000000000001,0.0048,-0.0004,-0.0019,-0.0017000000000000001
2022-06-06,-0.013500000000000002,-0.0044,-0.0046,-0.0002,-0.0032
2022-06-07,-0.0024,-0.015700000000000002,0.0016,-0.001,-0.0019
2022-06-08,0.0034000000000000002,-0.006,-0.0048,0.001,-0.0014000000000000002
2022-06-09,-0.0045000000000000005,-0.0015,-0.011899999999999999,-0.005,-0.001
2022-06-10,-0.0229,-0.0163,-0.0245,-0.0152,-0.0018
2022-06-13,-0.0216,-0.0258,-0.0067,-0.024900000000000002,-0.0040999999999999995
2022-06-14,-0.0070999999999999995,-0.0003,0.0005,-0.0060999999999999995,-0.0017000000000000001
2022-06-15,0.0138,0.0124,0.018000000000000002,0.016200000000000003,-0.0015
2022-06-16,-0.011899999999999999,-0.0,-0.0001,-0.0077,-0.0018
2022-06-17,-0.011000000000000001,-0.0195,-0.0018,0.0034999999999999996,0.0004
2022-06-20,-0.0070999999999999995,-0.006999999999999999,-0.0,0.0026,-0.0
2022-06-21,0.0111,0.012,-0.0301,0.0079,-0.0066
2022-06-22,-0.0189,-0.013300000000000001,0.0004,0.0034999999999999996,-0.0015
2022-06-23,-0.0155,-0.009000000000000001,-0.0202,0.0022,-0.0019
2022-06-24,-0.015600000000000001,-0.0002,-0.009399999999999999,0.0075,-0.0013
2022-06-27,-0.0037,0.001,0.0018,-0.003,-0.0033
2022-06-28,0.0106,-0.0059,0.009000000000000001,-0.0106,-0.0017000000000000001
2022-06-29,-0.0172,0.0163,-0.0051,0.0005,-0.0014000000000000002
2022-06-30,0.0105,-0.0144,-0.0083,0.0011,-0.0014000000000000002
2022-07-01,-0.017,-0.014199999999999999,-0.0129,-0.008100000000000001,-0.002
2022-07-04,0.0039000000000000003,0.0003,-0.0,-0.0004,-0.004
2022-07-05,-0.0264,-0.010700000000000001,-0.0178,-0.0126,-0.0018
2022-07-06,-0.0175,-0.0079,-0.0172,-0.0066,-0.0015
2022-07-07,0.02,0.0165,-0.0095,0.0072,-0.001
2022-07-08,-0.023799999999999998,0.016,-0.0058,0.0029,-0.0019
2022-07-11,-0.0212,-0.023700000000000002,-0.0358,-0.013999999999999999,-0.0049
2022-07-12,-0.026000000000000002,-0.0109,-0.0105,-0.0058,-0.0018
2022-07-13,0.0102,0.0083,0.029500000000000002,0.0060999999999999995,-0.0019
2022-07-14,-0.0401,-0.0059,-0.0004,-0.0033,-0.0014000000000000002
2022-07-15,0.07429999999999999,0.0028000000000000004,0.0296,0.0129,-0.0018
2022-07-18,0.0276,-0.0054,0.012199999999999999,0.0032,-0.004699999999999999
2022-07-19,0.0196,0.0044,-0.0039000000000000003,-0.0029,-0.0024
2022-07-20,-0.0,-0.010700000000000001,-0.0077,-0.0008,-0.0019
2022-07-21,-0.0025,-0.0046,-0.016200000000000003,-0.0040999999999999995,-0.0016
2022-07-22,-0.0242,-0.0,-0.0087,0.0044,-0.0012
2022-07-25,0.0147,0.0253,-0.0006,0.0032,-0.005
2022-07-26,0.0134,0.0012,0.005,0.0008,-0.0017000000000000001
2022-07-27,0.018799999999999997,0.0202,0.0046,0.0024,-0.0022
2022-07-28,0.0008,0.0116,0.012199999999999999,0.0064,-0.0017000000000000001
2022-07-29,0.0074,0.0017000000000000001,0.0192,-0.0042,-0.0011
2022-08-01,0.0092,-0.002,0.0022,-0.0009,-0.0048
2022-08-02,-0.0199,-0.0182,-0.0109,-0.019799999999999998,-0.0023
2022-08-03,-0.0025,-0.0006,0.0043,0.015300000000000001,-0.0017000000000000001
2022-08-04,0.0103,0.0123,0.0025,0.0064,-0.0017000000000000001
2022-08-05,-0.0175,0.009899999999999999,-0.011699999999999999,-0.0043,-0.0016
2022-08-08,0.013300000000000001,0.0102,0.0066,0.008199999999999999,-0.0053
2022-08-09,0.0028000000000000004,-0.0023,-0.0078000000000000005,0.0013,-0.0021
2022-08-10,0.018500000000000003,0.0060999999999999995,0.0175,0.01,-0.0012
2022-08-11,0.0026,-0.0128,0.0101,0.0044,-0.0019
2022-08-12,0.0101,0.016399999999999998,0.0163,0.005,-0.0025
2022-08-15,-0.0064,-0.0045000000000000005,-0.0002,0.0003,0.0004
2022-08-16,-0.0006,-0.0098,-0.022099999999999998,-0.0037,-0.0059
2022-08-17,-0.0183,-0.0036,-0.021,-0.0037,-0.0015
2022-08-18,-0.0348,-0.0006,-0.0105,-0.0067,-0.002
2022-08-19,-0.0169,-0.0004,0.003,-0.0023,-0.0026
2022-08-22,0.0069,0.0024,-0.0053,0.0008,-0.0036
2022-08-23,0.0235,0.0104,0.0095,0.008,-0.0022
2022-08-24,-0.0049,-0.0015,-0.012199999999999999,0.0043,-0.0014000000000000002
2022-08-25,0.024700000000000003,0.0003,0.0034999999999999996,-0.0015,-0.0018
2022-08-26,0.0051,0.0097,-0.0013,-0.0051,-0.0023
2022-08-29,0.011899999999999999,0.0063,0.0078000000000000005,0.0005,-0.0043
2022-08-30,-0.0089,-0.0187,-0.0127,-0.006999999999999999,-0.0022
2022-08-31,-0.0074,-0.011899999999999999,-0.0005,0.0005,-0.0009
2022-09-01,-0.0001,-0.0113,-0.0144,-0.0016,-0.0031
2022-09-02,0.020499999999999997,0.013999999999999999,0.0003,0.011899999999999999,-0.0
2022-09-05,-0.0034000000000000002,0.0032,0.0048,-0.0028000000000000004,-0.0072
2022-09-06,-0.012,-0.0196,-0.0036,-0.0067,-0.003
2022-09-07,0.0105,0.0009,0.018000000000000002,0.0076,-0.0012
2022-09-08,0.0013,0.006500000000000001,0.0006,0.0007000000000000001,-0.0027
2022-09-09,-0.0256,0.013000000000000001,0.0102,0.0039000000000000003,-0.0018
2022-09-12,0.0067,0.0103,-0.0019,0.0028000000000000004,-0.0063
2022-09-13,-0.0203,-0.019299999999999998,-0.0118,-0.0124,-0.0022
2022-09-14,-0.0048,0.0054,0.0045000000000000005,0.0062,-0.002
2022-09-15,-0.0019,-0.0163,-0.0058,-0.0059,-0.0022
2022-09-16,0.0003,-0.0012,-0.0039000000000000003,0.0015,-0.0023
2022-09-19,-0.0005,0.016399999999999998,0.0064,0.006,-0.0059
2022-09-20,-0.0103,0.0049,-0.0044,-0.0037,-0.0019
2022-09-21,-0.0038,-0.0058,0.0040999999999999995,-0.0011,-0.0018
2022-09-22,-0.009000000000000001,0.0106,0.0097,0.0036,-0.0019
2022-09-23,-0.0265,-0.0279,-0.0168,-0.0124,-0.0019
2022-09-26,-0.0246,-0.0248,-0.0232,-0.0108,-0.005600000000000001
2022-09-27,0.0089,0.0014000000000000002,-0.0027,0.0018,-0.002
2022-09-28,0.0292,0.0015,0.0141,0.011899999999999999,-0.002
2022-09-29,-0.008,-0.0040999999999999995,-0.0086,-0.0022,-0.0014000000000000002
2022-09-30,-0.0040999999999999995,-0.0034999999999999996,-0.018000000000000002,0.001,-0.0017000000000000001
2022-10-03,0.0285,0.0458,0.0174,0.006,-0.0062
2022-10-04,0.008199999999999999,-0.0019,0.0074,0.0031,-0.0024
2022-10-05,-0.0089,-0.0033,-0.019,-0.004699999999999999,-0.0021
2022-10-06,-0.0032,-0.0053,-0.0069,-0.0026,-0.002
2022-10-07,0.0060999999999999995,0.0042,-0.0014000000000000002,0.0042,-0.0
2022-10-10,0.0002,0.0018,0.003,0.0032,-0.0
2022-10-11,0.011399999999999999,-0.0213,-0.0003,-0.0062,-0.0101
2022-10-12,-0.0184,0.0014000000000000002,-0.0001,0.005,-0.0021
2022-10-13,0.0059,0.005699999999999999,0.006999999999999999,0.0005,-0.0019
2022-10-14,-0.0246,-0.011899999999999999,-0.026699999999999998,-0.0052,-0.0025
2022-10-17,-0.011200000000000002,0.0083,-0.0079,0.0045000000000000005,-0.0055000000000000005
2022-10-18,-0.001,0.0076,-0.005699999999999999,-0.0024,-0.0021
2022-10-19,-0.0014000000000000002,-0.005600000000000001,-0.016399999999999998,-0.0036,-0.0023
2022-10-20,-0.0044,0.0105,-0.0132,0.0036,-0.0021
2022-10-21,0.0059,0.0104,-0.0029,0.0059,-0.0021
2022-10-24,-0.0144,-0.0277,-0.0146,-0.0007000000000000001,-0.005600000000000001
2022-10-25,0.0207,-0.0025,0.003,0.0029,-0.0027
2022-10-26,0.0154,-0.012,0.0183,-0.0031,-0.0021
2022-10-27,0.0069,0.0066,0.0172,0.0051,-0.0019
2022-10-28,0.0023,0.009399999999999999,-0.0073,0.002,-0.002
2022-10-31,-0.0008,0.0219,-0.0215,-0.0004,-0.005699999999999999
2022-11-01,0.0001,0.0060999999999999995,-0.0132,0.0027,-0.0024
2022-11-02,-0.0013,0.0008,0.0002,0.0046,-0.002
2022-11-03,0.0001,0.005699999999999999,-0.013000000000000001,0.0008,-0.0016
2022-11-04,0.020499999999999997,0.0113,-0.004699999999999999,0.0068000000000000005,-0.0028000000000000004
2022-11-07,0.0091,-0.02,-0.0034000000000000002,0.0031,-0.0066
2022-11-08,0.010700000000000001,0.0025,0.0264,-0.0037,-0.0023
2022-11-09,-0.0,-0.008199999999999999,0.015600000000000001,-0.0028000000000000004,-0.0019
2022-11-10,0.014499999999999999,-0.030600000000000002,0.0191,0.0131,-0.0019
2022-11-11,0.0032,0.0037,-0.0007000000000000001,-0.0096,-0.0024
2022-11-14,-0.0003,-0.0013,0.0006,0.008,-0.0066
2022-11-15,0.004699999999999999,-0.0001,-0.0085,-0.0008,-0.0022
2022-11-16,-0.0277,-0.0126,-0.0192,0.0008,-0.0021
2022-11-17,-0.0111,-0.0043,-0.0126,-0.0036,-0.002
2022-11-18,-0.0202,0.0074,0.002,-0.0014000000000000002,-0.0024
2022-11-21,-0.0019,0.0116,0.0083,-0.0053,-0.0
2022-11-22,0.0166,-0.0073,0.0083,0.0060999999999999995,-0.008100000000000001
2022-11-23,0.0116,-0.0001,0.004699999999999999,0.0033,-0.0016
2022-11-24,0.0067,0.0070999999999999995,-0.0052,-0.0007000000000000001,-0.0028000000000000004
2022-11-25,-0.0125,-0.0167,0.0088,0.0019,-0.0022
2022-11-28,0.0088,0.008199999999999999,0.0064,0.0018,-0.0062
2022-11-29,0.013600000000000001,0.0179,0.005,0.0040999999999999995,-0.0021
2022-11-30,0.0125,0.016,-0.0034999999999999996,-0.0018,-0.002
2022-12-01,0.011899999999999999,0.0001,0.0127,0.0066,-0.0021
2022-12-02,-0.0046,-0.0066,-0.0015,-0.0131,-0.0026
2022-12-05,-0.0143,-0.011899999999999999,-0.0134,-0.0182,-0.0063
2022-12-06,0.019299999999999998,0.0087,0.0014000000000000002,-0.001,-0.002
2022-12-07,0.0134,0.0058,0.0015,0.0045000000000000005,-0.0019
2022-12-08,0.0029,-0.0039000000000000003,0.0003,0.0023,-0.0
2022-12-09,0.0029,-0.0028000000000000004,0.0032,-0.0077,-0.0003
2022-12-12,-0.0074,-0.0158,-0.0085,-0.0040999999999999995,-0.0084
2022-12-13,0.013000000000000001,0.0054,0.0175,0.0168,-0.0029
2022-12-14,-0.0165,0.0029,-0.0034000000000000002,-0.0048,-0.0016
2022-12-15,-0.0085,-0.006500000000000001,-0.0027,-0.0073,-0.002
2022-12-16,-0.0089,-0.0002,0.0004,-0.0011,-0.0017000000000000001
2022-12-19,-0.0045000000000000005,0.004,0.0024,-0.0011,-0.0053
2022-12-20,0.0049,0.0176,0.0025,0.0025,-0.0018
2022-12-21,0.016,-0.0002,0.0002,0.0051,-0.002
2022-12-22,0.0012,0.0066,0.0015,0.0054,-0.0015
2022-12-23,-0.0089,0.0003,0.0054,0.009899999999999999,-0.0016
2022-12-26,0.0007000000000000001,-0.0103,0.001,-0.0022,-0.0053
2022-12-27,0.0108,-0.014199999999999999,-0.0073,-0.004699999999999999,-0.0018
2022-12-28,0.005600000000000001,0.0048,-0.0025,0.0029,-0.0019
2022-12-29,0.0075,-0.0034999999999999996,-0.015300000000000001,-0.0013,-0.0023
2022-12-30,0.0096,-0.0,-0.0,-0.0015,0.0003
2023-01-02,-0.0,-0.0146,-0.0,0.0007000000000000001,-0.0079
2023-01-03,-0.0172,-0.0217,-0.009300000000000001,0.0031,-0.0012
2023-01-04,0.0086,0.0089,-0.0073,0.0018,-0.0012
2023-01-05,0.0042,0.0148,-0.0076,0.0028000000000000004,-0.002
2023-01-06,0.0123,0.0235,0.021400000000000002,0.0096,-0.0018
2023-01-09,0.0072,-0.005600000000000001,0.0014000000000000002,-0.0003,-0.0048
2023-01-10,0.010700000000000001,0.0104,0.013999999999999999,0.0043,-0.0016
2023-01-11,0.0034000000000000002,0.0076,0.0113,0.0072,-0.0016
2023-01-12,0.006999999999999999,0.01,0.009399999999999999,0.0044,-0.0017000000000000001
2023-01-13,0.0017000000000000001,0.0025,-0.0007000000000000001,0.0039000000000000003,-0.0016
2023-01-16,-0.0063,-0.0102,-0.0,-0.001,-0.005
2023-01-17,0.008199999999999999,0.0092,-0.008100000000000001,0.006500000000000001,-0.0018
2023-01-18,-0.0109,-0.0169,0.0075,-0.0121,-0.0017000000000000001
2023-01-19,0.0009,0.0024,0.0044,-0.0053,-0.0016
2023-01-20,0.01,-0.0064,0.016399999999999998,0.0063,-0.0019
2023-01-23,0.0015,-0.0,0.0078000000000000005,0.0029,-0.005
2023-01-24,0.0146,0.0131,0.0085,0.0011,-0.0013
2023-01-25,-0.0024,0.0128,-0.0034999999999999996,0.0003,-0.002
2023-01-26,0.0014000000000000002,0.0015,0.0019,-0.0008,-0.0019
2023-01-27,-0.0046,-0.0085,-0.0054,0.0016,-0.0016
2023-01-30,-0.0013,-0.0014000000000000002,-0.0223,-0.0,-0.0051
